"DEQ.ID.of.Source"	"FacilityName"	"Latitude"	"Longitude"	"vwuds_flag_coord"	"Corrected_Latitude"	"Corrected_Longitude"
565	"Burnside Farms Mayfield Ellerson"	37.627777777	-77.396111111	""	37.627777777	-77.396111111
566	"Avondale Robin Ridge"	37.654722222	-77.3575	""	37.654722222	-77.3575
569	"Rural Point"	37.665833333	-77.33944444	""	37.665833333	-77.33944444
572	"Hanover Learning Center"	37.753638888	-77.342888888	""	37.753638888	-77.342888888
573	"Barrett Learning Center"	37.71	-77.360277777	""	37.71	-77.360277777
583	"Mechanicsville Plant"	37.627222222	-77.40125	""	37.627222222	-77.40125
584	"Hanover Courthouse"	37.756111111	-77.348611111	""	37.756111111	-77.348611111
585	"Hanover Courthouse"	37.756388888	-77.348888888	""	37.756388888	-77.348888888
586	"Dianne Ridge"	37.649722222	-77.249444444	""	37.649722222	-77.249444444
591	"Hanover Learning Center"	37.756805555	-77.342111111	""	37.756805555	-77.342111111
593	"Peace Nurseries Turkey Hill Farm"	37.558944444	-77.269944444	""	37.558944444	-77.269944444
607	"Smithfield Town of"	36.980555555	-76.637222222	""	36.980555555	-76.637222222
608	"Smithfield Town of"	36.976388888	-76.647777777	""	36.976388888	-76.647777777
609	"Smithfield Town of"	36.970277777	-76.610555555	""	36.970277777	-76.610555555
612	"Smithfield Packing Co. Inc. - North Division"	36.995388888	-76.630916666	""	36.995388888	-76.630916666
613	"Smithfield Packing Co. Inc. - North Division"	36.996027777	-76.630166666	""	36.996027777	-76.630166666
614	"Smithfield Farmland"	36.997666666	-76.630611111	""	36.997666666	-76.630611111
615	"Smithfield Packing Co. Inc. - North Division"	36.998444444	-76.628638888	""	36.998444444	-76.628638888
616	"Smithfield Farmland"	36.991111111	-76.632416666	""	36.991111111	-76.632416666
619	"Smithfield Farmland"	36.991972222	-76.631611111	""	36.991972222	-76.631611111
626	"Franklin Virginia Mill"	36.661438888	-76.905930555	""	36.661438888	-76.905930555
628	"Franklin Virginia Mill"	36.653094444	-76.897627777	""	36.653094444	-76.897627777
630	"Franklin Virginia Mill"	36.648	-76.895	""	36.648	-76.895
632	"Franklin Virginia Mill"	36.697544444	-76.911083333	""	36.697544444	-76.911083333
633	"Franklin Virginia Mill"	36.705041666	-76.907758333	""	36.705041666	-76.907758333
634	"Franklin Virginia Mill"	36.712161111	-76.907533333	""	36.712161111	-76.907533333
635	"Franklin Virginia Mill"	36.718561111	-76.907919444	""	36.718561111	-76.907919444
636	"Franklin Virginia Mill"	36.724125	-76.908191666	""	36.724125	-76.908191666
637	"Franklin Virginia Mill"	36.731502777	-76.908163888	""	36.731502777	-76.908163888
638	"Franklin Virginia Mill"	36.734544444	-76.906130555	""	36.734544444	-76.906130555
639	"Franklin Virginia Mill"	36.737627777	-76.904097222	""	36.737627777	-76.904097222
641	"Carrsville Water System"	36.712611111	-76.83475	""	36.712611111	-76.83475
642	"Carrsville Water System"	36.711111111	-76.825	""	36.711111111	-76.825
643	"Carrsville Water System"	36.712777777	-76.825	""	36.712777777	-76.825
646	"Western Tidewater Water Authority"	36.943611111	-76.516388888	""	36.943611111	-76.516388888
647	"Rescue Water Works"	36.993944444	-76.558277777	""	36.993944444	-76.558277777
649	"Days Point"	37.027777777	-76.604444444	""	37.027777777	-76.604444444
650	"Franklin Virginia Mill"	36.656944444	-76.900233333	""	36.656944444	-76.900233333
651	"Franklin Virginia Mill"	36.666252777	-76.910325	""	36.666252777	-76.910325
652	"Smithfield Packing Co. Inc - Ham and Products Division"	36.990027777	-76.631277777	""	36.990027777	-76.631277777
653	"CL Obrey"	36.911083333	-76.522472222	""	36.911083333	-76.522472222
655	"Franklin Virginia Mill"	36.689163888	-76.914152777	""	36.689163888	-76.914152777
656	"Franklin Virginia Mill"	36.673444444	-76.910611111	""	36.673444444	-76.910611111
657	"Clydes Dale Mobile Home Park"	36.846055555	-76.819169444	""	36.846055555	-76.819169444
659	"Richmond Cold Storage - Smithfield Plant"	37.003833333	-76.628888888	""	37.003833333	-76.628888888
660	"Clydes Dale Mobile Home Park"	36.845833333	-76.756111111	""	36.845833333	-76.756111111
662	"Franklin Virginia Mill"	36.679055555	-76.90735	""	36.679055555	-76.90735
663	"Franklin Virginia Mill"	36.652875	-76.897433333	""	36.652875	-76.897433333
664	"Western Tidewater Water Authority"	36.875555555	-76.682416666	""	36.875555555	-76.682416666
665	"Smithfield Town of"	36.964166666	-76.609166666	""	36.964166666	-76.609166666
667	"Rescue Water Works"	36.994	-76.55825	""	36.994	-76.55825
671	"CL Obrey"	36.911111111	-76.5225	""	36.911111111	-76.5225
673	"Rushmere"	37.062538888	-76.676697222	""	37.062538888	-76.676697222
675	"Smithfield Farmland"	36.99675	-76.629888888	""	36.99675	-76.629888888
676	"Smithfield Farmland"	36.993805555	-76.632305555	""	36.993805555	-76.632305555
677	"Smithfield Farmland"	36.998388888	-76.628666666	""	36.998388888	-76.628666666
678	"Smithfield Town of"	36.986666666	-76.614722222	""	36.986666666	-76.614722222
681	"Windsor Public Water System"	36.806444444	-76.743888888	""	36.806444444	-76.743888888
683	"Brewers Creek Subdivision"	36.920805555	-76.525333333	""	36.920805555	-76.525333333
685	"Brewers Creek Subdivision"	36.920777777	-76.5255	""	36.920777777	-76.5255
687	"Franklin Virginia Mill"	36.647444444	-76.895188888	""	36.647444444	-76.895188888
689	"Smithfield Heights Sandy Mount Manor"	36.945388888	-76.644055555	""	36.945388888	-76.644055555
690	"Lawnes Point"	37.116083333	-76.668444444	""	37.116083333	-76.668444444
691	"Lawnes Point"	37.116	-76.668305555	""	37.116	-76.668305555
693	"Smithfield Heights Sandy Mount Manor"	36.945333333	-76.643972222	""	36.945333333	-76.643972222
696	"Carrsville Water System"	36.710388888	-76.821861111	""	36.710388888	-76.821861111
697	"Carrsville Water System"	36.710583333	-76.821833333	""	36.710583333	-76.821833333
698	"Smithfield Town of"	36.964472222	-76.609166666	""	36.964472222	-76.609166666
699	"Smithfield Carroll's Farms 1 thru 5"	36.976444444	-76.844719444	""	36.976444444	-76.844719444
700	"Smithfield Carroll's Farms 1 thru 5"	36.976277777	-76.844741666	""	36.976277777	-76.844741666
701	"Smithfield Carroll's Farms 1 thru 5"	36.974083333	-76.847722222	""	36.974083333	-76.847722222
702	"Smithfield Carroll's Farms 1 thru 5"	36.974305555	-76.847666666	""	36.974305555	-76.847666666
703	"Smithfield Carroll's Farms 1 thru 5"	36.967166666	-76.848861111	""	36.967166666	-76.848861111
704	"Smithfield Carroll's Farms 1 thru 5"	36.96725	-76.848972222	""	36.96725	-76.848972222
705	"Smithfield Carroll's Farms 1 thru 5"	36.970166666	-76.849777777	""	36.970166666	-76.849777777
706	"Smithfield Carroll's Farms 1 thru 5"	36.976277777	-76.844741666	""	36.976277777	-76.844741666
707	"Smithfield Carroll's Farms 1 thru 5"	36.970138888	-76.84725	""	36.970138888	-76.84725
708	"Smithfield Carroll's Farms 1 thru 5"	36.97025	-76.847333333	""	36.97025	-76.847333333
710	"Rushmere"	37.062583333	-76.676736111	""	37.062583333	-76.676736111
713	"Carrsville Water System"	36.714277777	-76.832666666	""	36.714277777	-76.832666666
717	"JCSA - Central System"	37.363611111	-76.769722222	""	37.363611111	-76.769722222
718	"BASF Corporation"	37.183666666	-76.617	""	37.183666666	-76.617
720	"BASF Corporation"	37.189638888	-76.608194444	""	37.189638888	-76.608194444
723	"JCSA - Central System"	37.241111111	-76.810555555	""	37.241111111	-76.810555555
724	"JCSA - Central System"	37.326388888	-76.738333333	""	37.326388888	-76.738333333
725	"Riverview Plantation"	37.386111111	-76.686944444	""	37.386111111	-76.686944444
726	"JCSA - Central System"	37.256666666	-76.75	""	37.256666666	-76.75
727	"JCSA - Central System"	37.366944444	-76.771388888	""	37.366944444	-76.771388888
728	"JCSA - Central System"	37.236666666	-76.750833333	""	37.236666666	-76.750833333
729	"JCSA - Central System"	37.363333333	-76.769722222	""	37.363333333	-76.769722222
730	"JCSA - Central System"	37.313888888	-76.745555555	""	37.313888888	-76.745555555
731	"JCSA - Central System"	37.319166666	-76.785833333	""	37.319166666	-76.785833333
732	"JCSA - Central System"	37.310277777	-76.758888888	""	37.310277777	-76.758888888
733	"JCSA - Central System"	37.261944444	-76.742777777	""	37.261944444	-76.742777777
734	"JCSA - Central System"	37.261944444	-76.742777777	""	37.261944444	-76.742777777
735	"JCSA - Central System"	37.318333333	-76.785833333	""	37.318333333	-76.785833333
736	"JCSA - Central System"	37.318888888	-76.761944444	""	37.318888888	-76.761944444
737	"JCSA - Central System"	37.323055555	-76.758888888	""	37.323055555	-76.758888888
738	"Busch Properties Incorporated Kingsmill"	37.227777777	-76.669444444	""	37.227777777	-76.669444444
739	"JCSA - Central System"	37.235805555	-76.776111111	""	37.235805555	-76.776111111
740	"JCSA - Central System"	37.235333333	-76.775916666	""	37.235333333	-76.775916666
741	"Busch Gardens Williamsburg Operations Dept"	37.232278752	-76.647635155	""	37.232278752	-76.647635155
742	"JCSA - Central System"	37.246944444	-76.776666666	""	37.246944444	-76.776666666
743	"JCSA - Central System"	37.299444444	-76.756111111	""	37.299444444	-76.756111111
744	"JCSA - Central System"	37.366944444	-76.771388888	""	37.366944444	-76.771388888
745	"JCSA - Central System"	37.326111111	-76.804444444	""	37.326111111	-76.804444444
746	"JCSA - Central System"	37.370277777	-76.813333333	""	37.370277777	-76.813333333
747	"JCSA - Central System"	37.381388888	-76.806388888	""	37.381388888	-76.806388888
748	"JCSA - Central System"	37.224166666	-76.761666666	""	37.224166666	-76.761666666
749	"JCSA - Central System"	37.225833333	-76.768055555	""	37.225833333	-76.768055555
750	"JCSA - Central System"	37.363416666	-76.769611111	""	37.363416666	-76.769611111
751	"JCSA - Central System"	37.283611111	-76.733333333	""	37.283611111	-76.733333333
752	"JCSA - Central System"	37.283611111	-76.733333333	""	37.283611111	-76.733333333
753	"JCSA - Central System"	37.274166666	-76.7725	""	37.274166666	-76.7725
754	"JCSA - Central System"	37.347333333	-76.758388888	""	37.347333333	-76.758388888
759	"Busch Properties Incorporated Kingsmill"	37.228333333	-76.678055555	""	37.228333333	-76.678055555
760	"JCSA -Glenwood Acres Subdivision W 30"	37.3925	-76.762777777	""	37.3925	-76.762777777
761	"Busch Gardens Williamsburg Operations Dept"	37.235555555	-76.638611111	""	37.235555555	-76.638611111
762	"JCSA - Central System"	37.316722222	-76.758777777	""	37.316722222	-76.758777777
763	"JCSA - Central System"	37.386583333	-76.801777777	""	37.386583333	-76.801777777
764	"JCSA -Kings Village Subdivision W 31"	37.4425	-76.8375	""	37.4425	-76.8375
765	"JCSA -Ware Creek Manor Number 1 and 2  W 36"	37.412777777	-76.744166666	""	37.412777777	-76.744166666
766	"JCSA -Ware Creek Manor Number 1 and 2  W 36"	37.412777777	-76.744166666	""	37.412777777	-76.744166666
767	"JCSA - Central System"	37.337777777	-76.771944444	""	37.337777777	-76.771944444
768	"JCSA - Central System"	37.354166666	-76.817916666	""	37.354166666	-76.817916666
769	"JCSA - Central System"	37.354166666	-76.817944444	""	37.354166666	-76.817944444
771	"Colonial Williamsburg -New Golf Course"	37.253888888	-76.69	""	37.253888888	-76.69
772	"JCSA -Wexford Hills Subdivision"	37.388694444	-76.717388888	""	37.388694444	-76.717388888
773	"Williamsburg -number 1"	37.307777777	-76.795833333	""	37.307777777	-76.795833333
774	"Williamsburg -number 2"	37.312777777	-76.776388888	""	37.312777777	-76.776388888
775	"Williamsburg -number 3"	37.306388888	-76.779444444	""	37.306388888	-76.779444444
776	"Williamsburg -number 4"	37.293611111	-76.792777777	""	37.293611111	-76.792777777
777	"Williamsburg -number 5"	37.304444444	-76.788055555	""	37.304444444	-76.788055555
778	"Two Rivers Country Club"	37.2515	-76.852583333	""	37.2515	-76.852583333
779	"JCSA -Racefield Subdivision W 29"	37.426861111	-76.851361111	""	37.426861111	-76.851361111
780	"JCSA -Upper County Park W 35"	37.414166666	-76.834166666	""	37.414166666	-76.834166666
781	"Mobile Estates"	37.340138888	-76.763111111	""	37.340138888	-76.763111111
782	"JCSA - Central System"	37.424275	-76.820102777	""	37.424275	-76.820102777
783	"JCSA - Central System"	37.424252777	-76.820088888	""	37.424252777	-76.820088888
786	"JCSA -Racefield Subdivision W 29"	37.426805555	-76.851222222	""	37.426805555	-76.851222222
787	"Mobile Estates"	37.342972222	-76.763916666	""	37.342972222	-76.763916666
788	"JCSA - Central System"	37.423522222	-76.815083333	""	37.423522222	-76.815083333
789	"JCSA - Central System"	37.386666666	-76.801666666	""	37.386666666	-76.801666666
791	"JCSA - Central System"	37.363388888	-76.769555555	""	37.363388888	-76.769555555
794	"JCSA - Central System"	37.366944444	-76.771388888	""	37.366944444	-76.771388888
795	"JCSA - Central System"	37.261852777	-76.742838888	""	37.261852777	-76.742838888
799	"JCSA - Central System"	37.363333333	-76.769513888	""	37.363333333	-76.769513888
800	"Riverview Plantation"	37.386111111	-76.686947222	""	37.386111111	-76.686947222
801	"Riverview Plantation"	37.386111111	-76.68695	""	37.386111111	-76.68695
804	"JCSA - Central System"	37.310333333	-76.794861111	""	37.310333333	-76.794861111
808	"JCSA - Central System"	37.386075	-76.795411111	""	37.386075	-76.795411111
809	"JCSA - Central System"	37.313777777	-76.745805555	""	37.313777777	-76.745805555
812	"JCSA -The Retreat"	37.415336111	-76.858075	""	37.415336111	-76.858075
817	"JCSA -Wexford Hills Subdivision"	37.388583333	-76.717888888	""	37.388583333	-76.717888888
818	"JCSA - Central System"	37.347166666	-76.758777777	""	37.347166666	-76.758777777
819	"JCSA - Central System"	37.316722222	-76.741333333	""	37.316722222	-76.741333333
820	"JCSA - Central System"	37.247969552	-76.768684088	""	37.247969552	-76.768684088
821	"JCSA -Kings Village Subdivision W 31"	37.442380555	-76.837475	""	37.442380555	-76.837475
822	"JCSA -The Retreat"	37.415	-76.858194444	""	37.415	-76.858194444
823	"JCSA - Central System"	37.246881841	-76.768495102	""	37.246881841	-76.768495102
825	"JCSA - Central System"	37.247087136	-76.768025955	""	37.247087136	-76.768025955
826	"Williamsburg Pottery Factory"	37.348694444	-76.758888888	""	37.348694444	-76.758888888
827	"Williamsburg Pottery Factory"	37.348694444	-76.758888888	""	37.348694444	-76.758888888
834	"Fords Colony Section XXXV - (Westport)"	37.298666666	-76.802666666	""	37.298666666	-76.802666666
836	"Deer Lake Estates"	37.3375	-76.795805555	""	37.3375	-76.795805555
837	"Liberty Ridge Subdivision"	37.308138888	-76.809638888	""	37.308138888	-76.809638888
841	"Outdoor World Williamsburg"	37.387891666	-76.768441666	""	37.387891666	-76.768441666
846	"West Point Mill Water System"	37.550927	-76.8122	""	37.550927	-76.8122
847	"West Point Mill Water System"	37.537883333	-76.804458333	""	37.537883333	-76.804458333
848	"West Point Mill Water System"	37.54735	-76.809	""	37.54735	-76.809
849	"West Point Mill Water System"	37.554894	-76.817457	""	37.554894	-76.817457
850	"West Point Mill Water System"	37.543194444	-76.805722222	""	37.543194444	-76.805722222
853	"West Point Mill Water System"	37.542493	-76.79878	""	37.542493	-76.79878
855	"West Point Mill Water System"	37.535092	-76.802951	""	37.535092	-76.802951
856	"West Point Public Water System"	37.556694444	-76.795916666	""	37.556694444	-76.795916666
857	"West Point Mill Water System"	37.538433333	-76.804033333	""	37.538433333	-76.804033333
858	"West Point Mill Water System"	37.540024	-76.806535	""	37.540024	-76.806535
862	"Acquinton Elementary School and Hmltn Holmes School"	37.695013888	-77.036111111	""	37.695013888	-77.036111111
863	"West Point Public Water System"	37.531055555	-76.797222222	""	37.531055555	-76.797222222
867	"West Point Mill Water System"	37.530042	-76.799731	""	37.530042	-76.799731
868	"West Point Mill Water System"	37.543885	-76.804557	""	37.543885	-76.804557
869	"Acquinton Elementary School and Hmltn Holmes School"	37.75	-77.125	""	37.75	-77.125
870	"West Point Mill Water System"	37.555006	-76.817576	""	37.555006	-76.817576
871	"West Point Mill Water System"	37.542511	-76.798622	""	37.542511	-76.798622
872	"West Point Mill Water System"	37.535184	-76.802861	""	37.535184	-76.802861
873	"Acquinton Elementary School and Hmltn Holmes School"	37.693908333	-77.035833333	""	37.693908333	-77.035833333
874	"West Point Mill Water System"	37.540571	-76.803249	""	37.540571	-76.803249
875	"West Point Mill Water System"	37.537742	-76.804842	""	37.537742	-76.804842
877	"West Point Mill Water System"	37.547179	-76.808911	""	37.547179	-76.808911
878	"Oak Springs Subdivision"	37.774554641	-77.138126869	""	37.774554641	-77.138126869
880	"West Point Mill Water System"	37.582664	-76.878125	""	37.582664	-76.878125
881	"West Point Mill Water System"	37.582676	-76.87777	""	37.582676	-76.87777
882	"West Point Mill Water System"	37.546683333	-76.808	""	37.546683333	-76.808
883	"Woodruff Public Water System"	37.821952777	-77.143333333	""	37.821952777	-77.143333333
890	"Golden Cat Division of Ralston Purina"	37.717222222	-77.121388888	""	37.717222222	-77.121388888
891	"Oak Springs Subdivision"	37.77147767	-77.133555725	""	37.77147767	-77.133555725
892	"King William County - Central Garage Water System"	37.745555555	-77.135555555	""	37.745555555	-77.135555555
894	"West Point Public Water System"	37.545194444	-76.793055555	""	37.545194444	-76.793055555
895	"West Point Veneer Mill Water Supply"	37.545633333	-76.810013888	""	37.545633333	-76.810013888
896	"West Point Veneer Mill Water Supply"	37.545388888	-76.808997222	""	37.545388888	-76.808997222
897	"King William County - Central Garage Water System"	37.745506666	-77.135402777	""	37.745506666	-77.135402777
898	"King William County - Central Garage Water System"	37.762023791	-77.122821419	""	37.762023791	-77.122821419
900	"King William County - Central Garage Water System"	37.754483333	-77.149933333	""	37.754483333	-77.149933333
901	"Cedar Crest Subdivision"	37.718447222	-77.178105555	""	37.718447222	-77.178105555
902	"Cedar Crest Subdivision"	37.718352777	-77.177738888	""	37.718352777	-77.177738888
903	"West Point Mill Water System"	37.555092	-76.817476	""	37.555092	-76.817476
