"bundle"	"admincode"	"description"	"name"	"ftype"	"fstatus"	"startdate"	"enddate"	"permit_id"	"dh_link_admin_reg_issuer"
"permit"	"VA0032123"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BOLAR MOUNTAIN"	"npdes_ip"	"active"	2015-10-01	2020-09-30	"VA0032123"	"epa"
"permit"	"VA0004791"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BONTEX INC"	"npdes_ip"	"active"	2014-11-01	2019-10-31	"VA0004791"	"epa"
"permit"	"WV1020609"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BOONE NORTH NO. 1 SURFACE MINE"	"npdes_ip"	"active"	2014-03-06	2018-05-30	"WV1020609"	"epa"
"permit"	"VA0091162"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BOONSBORO COUNTRY CLUB STP"	"npdes_ip"	"active"	2018-04-08	2023-04-07	"VA0091162"	"epa"
"permit"	"VA0065358"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BOSTON WATER AND SEWER COMPANY STP - OLD FACILITY"	"npdes_ip"	"active"	2014-04-03	2019-04-02	"VA0065358"	"epa"
"permit"	"VAN020111"	"General Permit Covered Facility"	"BOSTON WATER AND SEWER STP - NEW FACILITY"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN020111"	"epa"
"permit"	"VA0088749"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BOSTON WATER AND SEWER STP - NEW FACILITY"	"npdes_ip"	"active"	2016-03-01	2021-02-28	"VA0088749"	"epa"
"permit"	"VA0020737"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BOWLING GREEN WASTEWATER TREATMENT PLANT"	"npdes_ip"	"active"	2012-12-11	2017-12-10	"VA0020737"	"epa"
"permit"	"VAN010107"	"General Permit Covered Facility"	"BOYCE STP"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN010107"	"epa"
"permit"	"VA0085171"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BOYCE STP"	"npdes_ip"	"active"	2015-10-01	2020-09-30	"VA0085171"	"epa"
"permit"	"VA0026247"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BOYDTON WWTP"	"npdes_ip"	"active"	2016-03-01	2021-02-28	"VA0026247"	"epa"
"permit"	"VA0026417"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BOYKINS TOWN - WASTE WATER TREATMENT PLANT"	"npdes_ip"	"active"	2015-12-01	2020-11-30	"VA0026417"	"epa"
"permit"	"VA0023892"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BREAKS INTERSTATE PARK CAMP 1 STP"	"npdes_ip"	"active"	2016-06-01	2021-05-31	"VA0023892"	"epa"
"permit"	"VA0060275"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BREAKS INTERSTATE PARK CAMP NO 3 STP"	"npdes_ip"	"active"	2014-09-30	2019-09-29	"VA0060275"	"epa"
"permit"	"VA0089184"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BREWERS CREEK SUBDIVISION WATE"	"npdes_ip"	"revoked"	2010-11-07	2015-11-06	"VA0089184"	"epa"
"permit"	"VAR100798"	"General Permit Covered Facility"	"BRIARWOOD"	"npdes_gp"	"active"	2014-07-01	2019-06-30	"VAR100798"	"epa"
"permit"	"VA0031194"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BRIARWOOD VILLAGE MOBILE HOME PARK STP"	"npdes_ip"	"active"	2017-05-23	2020-08-31	"VA0031194"	"epa"
"permit"	"VA0051420"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BRIDGEWATER WTP"	"npdes_ip"	"revoked"	2012-03-01	2017-02-28	"VA0051420"	"epa"
"permit"	"VA0091383"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BROAD RUN WATER RECLAMATION"	"npdes_ip"	"active"	2017-01-01	2021-12-31	"VA0091383"	"epa"
"permit"	"VAN010017"	"General Permit Covered Facility"	"BROAD RUN WATER RECLAMATION"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN010017"	"epa"
"permit"	"VA0022250"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BROOKNEAL TOWN - FALLING RIVER LAGOON"	"npdes_ip"	"active"	2018-05-25	2023-05-24	"VA0022250"	"epa"
"permit"	"VA0022241"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BROOKNEAL TOWN - STAUNTON RIVER LAGOON"	"npdes_ip"	"active"	2018-05-23	2023-05-22	"VA0022241"	"epa"
"permit"	"VA0084034"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BROOKNEAL TOWN WATER TREATMENT PLANT"	"npdes_ip"	"revoked"	2010-05-31	2015-05-30	"VA0084034"	"epa"
"permit"	"VA0027014"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BRUNSWICK COUNTY - STURGEON ELEMENTARY SCHOOL"	"npdes_ip"	"active"	2017-05-09	2022-04-30	"VA0027014"	"epa"
"permit"	"VA0090531"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BUCHANAN CNTY PSA - CONAWAY WWTP"	"npdes_ip"	"active"	2015-10-07	2020-10-06	"VA0090531"	"epa"
"permit"	"VA0087254"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BUCHANAN CNTY PSA - COUNCIL INDUSTRIAL PARK STP"	"npdes_ip"	"active"	2017-03-01	2022-02-28	"VA0087254"	"epa"
"permit"	"VA0090239"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BUCHANAN CNTY PSA - DESKINS STP"	"npdes_ip"	"active"	2014-09-29	2019-09-28	"VA0090239"	"epa"
"permit"	"VA0064751"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BUCHANAN CNTY PUBLIC SCHOOLS - COUNCIL ELEM & HS"	"npdes_ip"	"active"	2017-10-01	2022-09-30	"VA0064751"	"epa"
"permit"	"VA0026972"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BUCHANAN CNTY PUBLIC SCHOOLS - HURLEY HIGH SCHOOL"	"npdes_ip"	"active"	2017-08-01	2022-07-31	"VA0026972"	"epa"
"permit"	"VA0026999"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BUCHANAN CNTY PUBLIC SCHOOLS - J M BEVINS ELEM"	"npdes_ip"	"revoked"	2014-03-15	2019-03-14	"VA0026999"	"epa"
"permit"	"VA0068438"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BUCHANAN CNTY PUBLIC SCHOOLS - TWIN VALLEY H S STP"	"npdes_ip"	"active"	2014-10-23	2019-10-22	"VA0068438"	"epa"
"permit"	"VA0067521"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BUCHANAN CNTY PUBLIC SCHOOLS-HURLEY MIDDLE SCHOOL"	"npdes_ip"	"active"	2014-02-05	2019-02-04	"VA0067521"	"epa"
"permit"	"VA0092916"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BUCHANAN COUNTY PSA BIG ROCK CONAWAY WWTP"	"npdes_ip"	"revoked"	2016-08-01	2021-07-31	"VA0092916"	"epa"
"permit"	"VA0022225"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BUCHANAN TOWN - SEWAGE TREATMENT PLANT"	"npdes_ip"	"active"	2017-07-01	2022-06-30	"VA0022225"	"epa"
"permit"	"WV1008978"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BUCKEYE NO. 1 & BUCKEYE NO. 2"	"npdes_ip"	"expired"	2014-01-17	2018-04-18	"WV1008978"	"epa"
"permit"	"VA0053082"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BUCKEYE TERMINALS LLC - CHESAPEAKE TERMINAL"	"npdes_ip"	"active"	2017-11-01	2022-10-31	"VA0053082"	"epa"
"permit"	"VA0054577"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BUCKEYE TERMINALS LLC - MONTVALE TERMINAL"	"npdes_ip"	"active"	2013-10-20	2018-10-19	"VA0054577"	"epa"
"permit"	"VA0027294"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BUCKINGHAM CO WATER SYSTEM/DILLWYN STP"	"npdes_ip"	"active"	2017-06-26	2022-05-31	"VA0027294"	"epa"
"permit"	"VAR101294"	"General Permit Covered Facility"	"BUCKINGHAM COUNTY MIDDLE SCH"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR101294"	"epa"
"permit"	"VA0092690"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BUCKINGHAM COUNTY WATER SYSTEM"	"npdes_ip"	"revoked"	2012-11-02	2017-11-01	"VA0092690"	"epa"
"permit"	"VA0058050"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BUCKINGHAM COUNTY WTP"	"npdes_ip"	"revoked"	2008-03-08	2013-03-07	"VA0058050"	"epa"
"permit"	"VAN040063"	"General Permit Covered Facility"	"BUENA VISTA STP"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN040063"	"epa"
"permit"	"VA0020991"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BUENA VISTA STP"	"npdes_ip"	"active"	2014-11-01	2019-10-31	"VA0020991"	"epa"
"permit"	"VAR050581"	"General Permit Covered Facility"	"BUFFALO SHOOK CO."	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR050581"	"epa"
"permit"	"VA0091286"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BUFFALO SPRINGS TROUT FARM"	"npdes_ip"	"active"	2018-01-01	2022-12-31	"VA0091286"	"epa"
"permit"	"VAR050640"	"General Permit Covered Facility"	"BUFFALO WOOD PRODUCTS"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR050640"	"epa"
"permit"	"VA0028321"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BVU AUTHORITY"	"npdes_ip"	"revoked"	2010-07-30	2015-07-29	"VA0028321"	"epa"
"permit"	"VAN040072"	"General Permit Covered Facility"	"BWXT NUCLEAR OPERATIONS GROUP INC"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN040072"	"epa"
"permit"	"VA0003697"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"BWXT NUCLEAR OPERATIONS GROUP INC"	"npdes_ip"	"active"	2017-09-19	2022-09-18	"VA0003697"	"epa"
"permit"	"VA0089222"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"C AND M INDUSTRIES INCORPORATED"	"npdes_ip"	"active"	2016-04-01	2021-03-31	"VA0089222"	"epa"
"permit"	"VAG110082"	"General Permit Covered Facility"	"C.R. BUTLER, INC"	"npdes_gp"	"expired"	2008-10-08	2013-09-30	"VAG110082"	"epa"
"permit"	"VA0092941"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"C4GT LIMITED LIABILITY COMPANY"	"npdes_ip"	"active"	2017-10-02	2022-09-30	"VA0092941"	"epa"
"permit"	"VA0091421"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CALLAO WASTEWATER TREATMENT PLANT"	"npdes_ip"	"active"	2014-12-10	2019-11-30	"VA0091421"	"epa"
"permit"	"VA0087882"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CALLEBS COVE CAMPGROUND  STP"	"npdes_ip"	"active"	2018-05-01	2023-04-30	"VA0087882"	"epa"
"permit"	"VA0062928"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CALVARY MENNONITE FELLOWSHIP"	"npdes_ip"	"revoked"	2010-01-01	2014-12-31	"VA0062928"	"epa"
"permit"	"VA0025488"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CAMELOT WWTP"	"npdes_ip"	"revoked"	2009-04-16	2014-03-31	"VA0025488"	"epa"
"permit"	"VA0072991"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CAMP BLUE RIDGE STP"	"npdes_ip"	"active"	2016-12-01	2021-11-30	"VA0072991"	"epa"
"permit"	"VA0074381"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CAMP HAPPYLAND"	"npdes_ip"	"active"	2013-01-23	2018-01-22	"VA0074381"	"epa"
"permit"	"VA0091154"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CAMP HOLLY SPRINGS"	"npdes_ip"	"active"	2017-12-01	2022-11-30	"VA0091154"	"epa"
"permit"	"VA0086274"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CAMP JACOB INCORPORATED STP"	"npdes_ip"	"active"	2016-06-01	2021-05-31	"VA0086274"	"epa"
"permit"	"VA0083305"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CAMP OVERLOOK STP"	"npdes_ip"	"active"	2016-04-01	2021-03-31	"VA0083305"	"epa"
"permit"	"VA0092452"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CAMP RED ARROW WWTP"	"npdes_ip"	"active"	2015-03-18	2020-03-17	"VA0092452"	"epa"
"permit"	"VAN020162"	"General Permit Covered Facility"	"CAMP RED ARROW WWTP"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN020162"	"epa"
"permit"	"VA0060917"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CAMP SHENANDOAH STP"	"npdes_ip"	"revoked"	2011-05-01	2016-04-30	"VA0060917"	"epa"
"permit"	"VA0078646"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CAMPBELL CO UTIL AND SERV AUTH"	"npdes_ip"	"revoked"	2008-08-11	2013-08-10	"VA0078646"	"epa"
"permit"	"VA0023965"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CAMPBELL CO UTIL AND SERV AUTH - RUSTBURG"	"npdes_ip"	"active"	2014-08-07	2019-08-06	"VA0023965"	"epa"
"permit"	"VA0091723"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CAMPBELL COUNTY LANDFILL"	"npdes_ip"	"revoked"	2006-01-09	2011-01-08	"VA0091723"	"epa"
"permit"	"VAR320004"	"General Permit Covered Facility"	"CANDLER OIL CO., INC"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR320004"	"epa"
"permit"	"VA0021288"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CAPE CHARLES TOWN - WASTEWATER TREATMENT PLANT"	"npdes_ip"	"active"	2014-10-01	2019-09-30	"VA0021288"	"epa"
"permit"	"VAN050001"	"General Permit Covered Facility"	"CAPE CHARLES TOWN - WASTEWATER TREATMENT PLANT"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN050001"	"epa"
"permit"	"VA0088072"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CAPEHART HOMES WWTP"	"npdes_ip"	"active"	2014-01-12	2019-01-11	"VA0088072"	"epa"
"permit"	"VAR100878"	"General Permit Covered Facility"	"CAPITOL ONE"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR100878"	"epa"
"permit"	"VA0027375"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CAPRON TOWN - ELEMENTARY SCHOOL"	"npdes_ip"	"active"	2017-07-01	2022-06-30	"VA0027375"	"epa"
"permit"	"VAG110063"	"General Permit Covered Facility"	"CARDINAL CONCRETE CENTREVILLE"	"npdes_gp"	"expired"	2008-12-12	2013-09-30	"VAG110063"	"epa"
"permit"	"VAG110092"	"General Permit Covered Facility"	"CARDINAL CONRETE DUMFRIES PLT."	"npdes_gp"	"expired"	2008-10-15	2013-09-30	"VAG110092"	"epa"
"permit"	"VAR050740"	"General Permit Covered Facility"	"CARDINAL HOMES, INC"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR050740"	"epa"
"permit"	"VA0065196"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CARDINAL VILLAGE"	"npdes_ip"	"active"	2015-04-01	2020-03-31	"VA0065196"	"epa"
"permit"	"VAR103977"	"General Permit Covered Facility"	"CARLTON AT STONELEIGH, LLC"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR103977"	"epa"
"permit"	"VA0090107"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CARLYLE DEVELOPMENT II"	"npdes_ip"	"revoked"	2009-07-07	2014-07-06	"VA0090107"	"epa"
"permit"	"VAN030045"	"General Permit Covered Facility"	"CAROLINE COUNTY REGIONAL WWTP"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN030045"	"epa"
"permit"	"VA0073504"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CAROLINE COUNTY REGIONAL WWTP"	"npdes_ip"	"active"	2012-11-06	2017-11-05	"VA0073504"	"epa"
"permit"	"VA0090051"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CAROLINE FURNACE LUTHERAN CAMP STP"	"npdes_ip"	"active"	2013-11-01	2018-10-31	"VA0090051"	"epa"
"permit"	"VA0089427"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CARROLL COUNTY PSA - CROOKED C"	"npdes_ip"	"revoked"	2007-06-19	2012-06-18	"VA0089427"	"epa"
"permit"	"VA0029858"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CARVER ESTATES - SEWAGE TREATMENT PLANT"	"npdes_ip"	"revoked"	2013-11-19	2018-11-18	"VA0029858"	"epa"
"permit"	"VA0071692"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CARYSBROOK HOLDINGS LLC"	"npdes_ip"	"active"	2016-09-01	2021-08-31	"VA0071692"	"epa"
"permit"	"VA0082228"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CARYSBROOK WWTP"	"npdes_ip"	"active"	2014-10-01	2019-09-30	"VA0082228"	"epa"
"permit"	"VA0091227"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CASTA LINE TROUT FARM-CRAIGSVILLE"	"npdes_ip"	"active"	2013-11-01	2018-10-31	"VA0091227"	"epa"
"permit"	"VA0091219"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CASTA LINE TROUT FARM-MIDDLEBROOK"	"npdes_ip"	"active"	2013-11-01	2018-10-31	"VA0091219"	"epa"
"permit"	"VA0001309"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CCP COMPOSITES US"	"npdes_ip"	"revoked"	2012-05-03	2017-05-02	"VA0001309"	"epa"
"permit"	"VA0092215"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CEDAR CREEK WWTP"	"npdes_ip"	"active"	2016-01-01	2020-12-31	"VA0092215"	"epa"
"permit"	"VA0092363"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CEDAR LANE TRAILER COURT"	"npdes_ip"	"revoked"	2009-04-01	2014-03-31	"VA0092363"	"epa"
"permit"	"VA0091553"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CEDAR ROCK WWTP"	"npdes_ip"	"active"	2014-11-24	2019-11-23	"VA0091553"	"epa"
"permit"	"VA0092291"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CELANESE ACETATE - UTILITIES"	"npdes_ip"	"revoked"	2008-06-27	2013-02-20	"VA0092291"	"epa"
"permit"	"VA0000299"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CELANESE ACETATE LLC"	"npdes_ip"	"active"	2018-08-01	2023-03-31	"VA0000299"	"epa"
"permit"	"VA0053473"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CENTER POINT TERMINAL COMPANY LLC"	"npdes_ip"	"active"	2013-05-27	2018-05-26	"VA0053473"	"epa"
"permit"	"VA0021148"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CENTRA ROCKBRIDGE RIVERMONT SCHOOL"	"npdes_ip"	"active"	2018-04-01	2023-03-31	"VA0021148"	"epa"
"permit"	"VA0062162"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CENTRAL VIRGINIA COMMUNITY HEA"	"npdes_ip"	"revoked"	2010-01-05	2015-01-04	"VA0062162"	"epa"
"permit"	"VA0030767"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CENTRAL WWTP"	"npdes_ip"	"active"	2013-10-01	2018-09-30	"VA0030767"	"epa"
"permit"	"VAN040126"	"General Permit Covered Facility"	"CENTRAL WWTP"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN040126"	"epa"
"permit"	"VAG112014"	"General Permit Covered Facility"	"CHANDLER CONCRETE CO. INC"	"npdes_gp"	"expired"	2008-10-01	2013-09-30	"VAG112014"	"epa"
"permit"	"VAG112016"	"General Permit Covered Facility"	"CHANDLER CONCRETE COMPANY"	"npdes_gp"	"expired"	2008-10-01	2013-09-30	"VAG112016"	"epa"
"permit"	"VA0060585"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHARLES CITY ADMINISTRATION BUILDING"	"npdes_ip"	"active"	2014-04-14	2019-03-31	"VA0060585"	"epa"
"permit"	"VA0086673"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHARLES CITY COUNTY SCHOOLS WWTP"	"npdes_ip"	"active"	2017-05-01	2022-01-31	"VA0086673"	"epa"
"permit"	"VA0029319"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHARLOTTE COUNTY SCHOOLS BACON DISTRICT ELEMENTARY"	"npdes_ip"	"active"	2017-03-01	2022-02-28	"VA0029319"	"epa"
"permit"	"VA0063118"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHARLOTTE COUNTY SCHOOLS JEFFR"	"npdes_ip"	"revoked"	2007-03-30	2012-03-29	"VA0063118"	"epa"
"permit"	"VA0029335"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHARLOTTE COUNTY SCHOOLS PHENIX ELEMENTARY SCHOOL"	"npdes_ip"	"active"	2017-04-05	2022-04-04	"VA0029335"	"epa"
"permit"	"VA0028398"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHARLOTTESVILLE-ALBEMARLE AIRPORT INDUSTRIAL PARK"	"npdes_ip"	"active"	2017-08-01	2022-07-31	"VA0028398"	"epa"
"permit"	"VA0076881"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHASE CITY REGIONAL WWTP"	"npdes_ip"	"active"	2013-06-18	2018-06-17	"VA0076881"	"epa"
"permit"	"VA0020524"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHATHAM TOWN - SEWAGE TREATMEN"	"npdes_ip"	"active"	2014-04-08	2019-03-17	"VA0020524"	"epa"
"permit"	"VA0006203"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHESAPEAKE BAY BRIDGE AND TUNNEL DISTRICT"	"npdes_ip"	"active"	2015-05-01	2020-04-30	"VA0006203"	"epa"
"permit"	"VA0091405"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHESAPEAKE CITY - LAKE GASTON WTP"	"npdes_ip"	"active"	2014-08-01	2019-07-31	"VA0091405"	"epa"
"permit"	"VA0088625"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHESAPEAKE CITY - MS4"	"npdes_ip"	"active"	2016-07-01	2021-06-30	"VA0088625"	"epa"
"permit"	"VA0088404"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHESAPEAKE CITY - NORTHWEST RIVER WTP"	"npdes_ip"	"active"	2014-10-01	2019-09-30	"VA0088404"	"epa"
"permit"	"VA0074454"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHESAPEAKE LPG TERMINAL"	"npdes_ip"	"active"	2017-09-01	2022-08-31	"VA0074454"	"epa"
"permit"	"VA0091294"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHESAPEAKE MARINE RAILWAY LLC"	"npdes_ip"	"active"	2014-12-01	2019-11-30	"VA0091294"	"epa"
"permit"	"VA0068209"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHESAPEAKE REGIONAL AIRPORT"	"npdes_ip"	"active"	2014-12-01	2019-11-30	"VA0068209"	"epa"
"permit"	"VAN040080"	"General Permit Covered Facility"	"CHESTERFIELD COUNTY - AGGREGATE NUTRIENT DISCHARGE"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN040080"	"epa"
"permit"	"VA0088609"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHESTERFIELD COUNTY MS4"	"npdes_ip"	"active"	2014-12-17	2019-12-16	"VA0088609"	"epa"
"permit"	"VA0020222"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHESTERFIELD COUNTY SCHOOLS GRANGE ELEM WWTP"	"npdes_ip"	"active"	2014-01-29	2018-12-31	"VA0020222"	"epa"
"permit"	"VA0088480"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHICKAHOMINY WWTP"	"npdes_ip"	"revoked"	2006-09-01	2011-08-31	"VA0088480"	"epa"
"permit"	"VA0027561"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHILDRENS HOME OF VA BAPTISTS LAGOON"	"npdes_ip"	"active"	2015-02-01	2019-12-31	"VA0027561"	"epa"
"permit"	"VA0026379"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHILHOWIE REGIONAL WASTEWATER TREATMENT PLANT"	"npdes_ip"	"active"	2013-02-21	2018-02-20	"VA0026379"	"epa"
"permit"	"VA0091618"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHINCOTEAGUE LANDMARK WWTP"	"npdes_ip"	"revoked"	2010-06-10	2015-06-09	"VA0091618"	"epa"
"permit"	"VA0051756"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CHINCOTEAGUE TOWN - WATER TREA"	"npdes_ip"	"revoked"	2007-06-09	2012-06-08	"VA0051756"	"epa"
"permit"	"VAR050878"	"General Permit Covered Facility"	"CHIPS, INC"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR050878"	"epa"
