"hydrocode","name","bundle","ftype","wkt_geom"
"VA0091898","GAINESBORO ELEMENTARY SCHOOL","facility","wwtp","POINT (39.29186 -78.27277)"
"VA0091910","WESTERN ENERGY MONTVALE TERMINAL","facility","wwtp","POINT (37.38278 -79.72782)"
"VA0091928","WVWA - WIRTZ WWTP","facility","wwtp","POINT (37.071667 -79.891333)"
"VA0091936","KINGSBRIDGE STP","facility","wwtp","POINT (37.814722 -78.296667)"
"VA0091952","LAWNES POINT WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (37.09715 -76.67341)"
"VA0091961","LOCUST GROVE TOWN CENTER","facility","wwtp","POINT (38.30502 -77.80985)"
"VA0091979","AMELIA LUMBER COMPANY INCORPORATED","facility","wwtp","POINT (37.3356 -77.99244)"
"VA0091987","SOUTHERN PINES POLLUTION CONTR","facility","wwtp","POINT (37.876944 -78.198611)"
"VA0091995","RESTON LAKE ANNE AIR CONDITIONING CORPORATION","facility","wwtp","POINT (38.96818 -77.34324)"
"VA0092002","GREENS CORNER WWTP","facility","wwtp","POINT (38.471388 -77.880277)"
"VA0092011","MEADOWBROOK WASTEWATER TREATME","facility","wwtp","POINT (38.431667 -77.988056)"
"VA0092029","IRVINE AND IRVINE LLC","facility","wwtp","POINT (37.84 -79.569722)"
"VA0092037","RAYS SHANTY","facility","wwtp","POINT (37.933611 -75.5)"
"VA0092045","ROBINETTE MOBILE HOME PARK WWTP","facility","wwtp","POINT (36.981223 -82.622484)"
"VA0092061","NORTHUMBERLAND MIDDLE SCHOOL AND HIGH SCHOOL WWTP","facility","wwtp","POINT (37.914627 -76.439545)"
"VA0092070","ANDY GUEST SHENANDOAH RIVER STATE PARK STP","facility","wwtp","POINT (38.843419 -78.300977)"
"VA0092100","COYNER SPRINGS WTP","facility","wwtp","POINT (38.04973 -78.92953)"
"VA0092118","LURAY WTP","facility","wwtp","POINT (38.673056 -78.444167)"
"VA0092126","ILUKA RESOURCES INC - HICKORY","facility","wwtp","POINT (36.91886 -77.56769)"
"VA0092134","FAIRVIEW BEACH WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (38.329326 -77.235664)"
"VA0092142","FRANKLIN COUNTY - SANITARY LANDFILL","facility","wwtp","POINT (36.926591 -79.866858)"
"VA0092169","J AND D ENTERPRISES WASTEWATER","facility","wwtp","POINT (37.5598 -76.32186)"
"VA0092185","COLUMBIA GAS TRANSMISSION CORP - CHESAPEAKE","facility","wwtp","POINT (36.770876 -76.305615)"
"VA0092193","SAINT PATRICKS CHURCH","facility","wwtp","POINT (38.314722 -77.635)"
"VA0092207","PRIMLAND RESORT LTD","facility","wwtp","POINT (36.66729 -80.38472)"
"VA0092215","CEDAR CREEK WWTP","facility","wwtp","POINT (37.963749 -79.911605)"
"VA0092240","JELLYSTONE STP","facility","wwtp","POINT (36.89402 -80.84403)"
"VA0092258","FALWELL INDUSTRIAL LANDFILL","facility","wwtp","POINT (37.38018 -79.12153)"
"VA0092274","ROHOIC CREEK WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (37.215277 -77.444444)"
"VA0092282","LEESBURG TOWN - WATER POLLUTION CONTROL DIVISION","facility","wwtp","POINT (39.09505 -77.52865)"
"VA0092291","CELANESE ACETATE - UTILITIES","facility","wwtp","POINT (37.3451 -80.764)"
"VA0092304","AGAPE MOTORCOACH RETREAT LLC","facility","wwtp","POINT (36.665 -80.699167)"
"VA0092312","I-77 EXIT 1 WWTP","facility","wwtp","POINT (36.579166 -80.738055)"
"VA0092321","DRY BRANCH WTP","facility","wwtp","POINT (38.212778 -79.226944)"
"VA0092339","RAPIDAN MILL WWTP CLEAN RAPIDAN WATER COMPANY","facility","wwtp","POINT (38.31044 -78.065811)"
"VA0092347","BIG MEADOWS LEWIS SPRING CALCI","facility","wwtp","POINT (38.523056 -78.458611)"
"VA0092363","CEDAR LANE TRAILER COURT","facility","wwtp","POINT (38.55331 -78.73319)"
"VA0092371","LOVING ARMS RETIREMENT COMMUNITY","facility","wwtp","POINT (38.90524 -78.26315)"
"VA0092380","ELYSIAN HEIGHTS STP","facility","wwtp","POINT (39.24431 -77.50236)"
"VA0092398","FLYING J 750 - MAX MEADOWS","facility","wwtp","POINT (36.94619 -80.94134)"
"VA0092410","JAMES E OWEN TRUCKING INC","facility","wwtp","POINT (37.29994 -79.35257)"
"VA0092428","OILVILLE WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (37.707778 -77.780278)"
"VA0092436","ILUKA RESOURCES INC - BRINK","facility","wwtp","POINT (36.623396 -77.627811)"
"VA0092444","VIRGINIA CAROLINA MEMBRANE FIL","facility","wwtp","POINT (36.578056 -81.133306)"
"VA0092452","CAMP RED ARROW WWTP","facility","wwtp","POINT (38.443421 -77.846277)"
"VA0092461","DEER CREEK MOTORCOACH RESORT WWTP","facility","wwtp","POINT (36.56494 -80.94261)"
"VA0092487","CRAIGSVILLE WATER MICROFILTRA","facility","wwtp","POINT (38.064444 -79.349722)"
"VA0092495","LYON SHIPYARD INCORPORATED - NORFOLK FACILITY","facility","wwtp","POINT (36.84244 -76.27197)"
"VA0092509","FOSTER FALLS WWTP","facility","wwtp","POINT (36.883685 -80.854901)"
"VA0092517","FRIENDS OF CROOKED ROADS AT PO","facility","wwtp","POINT (36.85282 -80.8595)"
"VA0092525","GREEN PLAINS HOPEWELL LLC","facility","wwtp","POINT (37.29763 -77.287761)"
"VA0092533","KLOCKNER PENTAPLAST OF AMERICA","facility","wwtp","POINT (38.118211 -78.209438)"
"VA0092541","PARAMONT CONTURA LLC - DEEP MINE 37 STP","facility","wwtp","POINT (37.18659 -82.40041)"
"VA0092550","DOROTHY'S INN","facility","wwtp","POINT (38.84344 -78.53585)"
"VA0092568","LAKE MOONEY WATER TREATMENT FACILITY","facility","wwtp","POINT (38.333834 -77.538447)"
"VA0092576","PARAMONT CONTURA LLC - DEEP MINE 41","facility","wwtp","POINT (37.097434 -82.389147)"
"VA0092584","TRAVELERS INN - PETERSBURG","facility","wwtp","POINT (37.08589 -77.35739)"
"VA0092592","EXETER SEWAGE TREATMENT WORKS","facility","wwtp","POINT (36.875519 -82.84493)"
"VA0092606","ISLE OF WIGHT COUNTY - LANDFILL","facility","wwtp","POINT (36.982957 -76.681963)"
"VA0092614","LOVES TRAVEL STOP 399 - LAMBSBURG","facility","wwtp","POINT (36.578572 -80.739101)"
"VA0092622","LAKE MONTICELLO WTP","facility","wwtp","POINT (37.94102 -78.33618)"
"VA0092631","ASHBY WATER TREATMENT PLANT","facility","wwtp","POINT (38.21171 -79.19406)"
"VA0092649","MR FUEL 4","facility","wwtp","POINT (37.93901 -77.46558)"
"VA0092657","FLYING J TRAVEL PLAZA 749","facility","wwtp","POINT (37.93383 -77.47482)"
"VA0092665","BLAND WWTP","facility","wwtp","POINT (37.092778 -81.103333)"
"VA0092673","RYE VALLEY WATER AUTH SPRING F","facility","wwtp","POINT (36.80254 -81.40451)"
"VA0092681","RIDGEVIEW HIGH AND MIDDLE SCHOOL","facility","wwtp","POINT (37.136944 -82.391388)"
"VA0092690","BUCKINGHAM COUNTY WATER SYSTEM","facility","wwtp","POINT (37.572119 -78.526544)"
"VA0092703","RSW REGIONAL JAIL WWTP","facility","wwtp","POINT (39.00247 -78.17154)"
"VA0092711","MIDTOWN/DOWNTOWN TUNNEL/MLK EXTENSION","facility","wwtp","POINT (36.85313 -76.31687)"
"VA0092720","RYDER ENTERPRISES WWTP","facility","wwtp","POINT (38.01615 -78.41757)"
"VA0092738","FRIES HYDROELECTRIC PROJECT","facility","wwtp","POINT (36.716676 -80.982592)"
"VA0092746","DOMINION - VIRGINIA CITY HYBRID ENERGY CENTER","facility","wwtp","POINT (36.913815 -82.339775)"
"VA0092754","LOUDOUN WATER TREATMENT PLANT","facility","wwtp","POINT (39.047778 -77.533333)"
"VA0092762","FLYING J TRAVEL PLAZA 876","facility","wwtp","POINT (37.938385 -77.466742)"
"VA0092771","FORT BELVOIR - US ARMY GARRISON","facility","wwtp","POINT (38.703037 -77.150418)"
"VA0092789","ILUKA HICKORY CONCENTRATOR PLANT 2","facility","wwtp","POINT (36.937557 -77.55412)"
"VA0092797","ATLANTIC WASTE DISPOSAL INC","facility","wwtp","POINT (37.061279 -77.177106)"
"VA0092843","SHORTS CREEK WWTP","facility","wwtp","POINT (36.853333 -80.858889)"
"VA0092851","LOVES TRAVEL STOPS AND COUNTRY STORES - MEADOWVIEW","facility","wwtp","POINT (36.75681 -81.85707)"
"VA0092860","WESTERN WASHINGTON COUNTY RECLAMATION FACILITY","facility","wwtp","POINT (36.63158 -82.137183)"
"VA0092878","PARAMONT CONTURA LLC -DEEP MINE 44 STP","facility","wwtp","POINT (37.058799 -82.373021)"
"VA0092894","BIG WALKER MOUNTAIN TUNNEL","facility","wwtp","POINT (37.11758 -81.008147)"
"VA0092908","EAST RIVER MOUNTAIN TUNNEL","facility","wwtp","POINT (37.266388 -81.121944)"
"VA0092916","BUCHANAN COUNTY PSA BIG ROCK CONAWAY WWTP","facility","wwtp","POINT (37.345251 -82.210503)"
"VA0092924","LOUDOUN COUNTY MILLING CO. INC.","facility","wwtp","POINT (39.14336 -77.65028)"
"VA0092932","COMMONWEALTH RECYCLED AGGREGATES INC","facility","wwtp","POINT (38.78571 -77.56886)"
"VA0092941","C4GT LIMITED LIABILITY COMPANY","facility","wwtp","POINT (37.448228 -77.166248)"
"VA0092959","GOSHEN SCOUT CAMP POND CLOSURE","facility","wwtp","POINT (37.987252 -79.499162)"
"VA0092967","HENRY COUNTY PSA - LOWER SMITH RIVER STP","facility","wwtp","POINT (36.72561 -79.918109)"
"VA0C50001","MURPHY BROWN FARM - 1 THRU 5 - PROCTORS BRIDGE","facility","wwtp","POINT (36.97225 -76.8478)"
"VA0C50002","MURPHY BROWN FARM - 6 THRU 8 - BERLINDORY RD","facility","wwtp","POINT (37.089253 -76.994328)"
"VAG110020","LYNCHBURG REDI MIX-AMHERST PLT","facility","wwtp","POINT (37.380903 -79.160354)"
"VAG110024","CONCROCK-TROUTVILLE PLANT","facility","wwtp","POINT (37.270427 -79.938933)"
"VAG110034","TCS MATERIALS FERRY ROAD PLANT","facility","wwtp","POINT (36.90658 -76.18175)"
"VAG110048","NEW CANTON CONCRETE","facility","wwtp","POINT (37.522251 -78.668194)"
"VAG110063","CARDINAL CONCRETE CENTREVILLE","facility","wwtp","POINT (38.82648 -77.49278)"
"VAG110064","ALLIED CONCRETE COMPANY - CHARLOTTESVILLE","facility","wwtp","POINT (38.03966 -78.48071)"
"VAG110065","ALLIED CONCRETE CO.","facility","wwtp","POINT (37.522251 -78.668194)"
"VAG110074","TITAN VIRGINIA CENTREVILLE PLT","facility","wwtp","POINT (38.82639 -77.49389)"
"VAG110082","C.R. BUTLER, INC","facility","wwtp","POINT (38.24193 -78.10599)"
"VAG110092","CARDINAL CONRETE DUMFRIES PLT.","facility","wwtp","POINT (38.568354 -77.321522)"
"VAG110095","COLONIAL CONCERET-FALMOUTH","facility","wwtp","POINT (38.33599 -77.48307)"
"VAG110099","FELTON BRO. TRANSIT MIX, INC","facility","wwtp","POINT (37.522251 -78.668194)"
"VAG110117","PORT NORFOLK READY-MIX CONCRET","facility","wwtp","POINT (36.85388 -76.33332)"
"VAG110153","MARSHALL CONCRETE PRODUCTS","facility","wwtp","POINT (36.686405 -78.866883)"
"VAG110159","POWHATAN READY MIX","facility","wwtp","POINT (37.522251 -78.668194)"
"VAG110175","WRIGHT'S READY-MIX","facility","wwtp","POINT (37.359611 -77.965006)"
"VAG110177","MARSHALL CONCRETE PRODUCTS","facility","wwtp","POINT (37.168333 -79.6325)"
"VAG110180","FELTON BROS. TRANSIT MIX, INC","facility","wwtp","POINT (37.522251 -78.668194)"
"VAG110181","FELTON BROS. TRANSIT MIX, INC.","facility","wwtp","POINT (36.986723 -78.476547)"
"VAG110182","FELTON BROS. TRANSIT MIX, INC","facility","wwtp","POINT (36.72003 -78.15658)"
"VAG110183","FELTON BROS. TRANSIT MIX, INC.","facility","wwtp","POINT (37.522251 -78.668194)"
"VAG110185","DULLAS AIRPORT","facility","wwtp","POINT (37.522251 -78.668194)"
"VAG110188","ALLIED CONCRETE","facility","wwtp","POINT (37.522251 -78.668194)"
"VAG110193","FELTON BROS. TRANSIT MIX, INC.","facility","wwtp","POINT (36.75627 -77.8506)"
"VAG110198","ROXBURY READY MIX, INC.","facility","wwtp","POINT (37.4586 -77.14677)"
"VAG111002","TRANSIT MIXED CONCRETE","facility","wwtp","POINT (38.14619 -79.054729)"
"VAG112005","ROANOKE CONCRETE SUPPLY CO","facility","wwtp","POINT (37.255366 -79.943331)"
"VAG112007","MARSHALL CONCRETE PRODUCTS","facility","wwtp","POINT (37.168333 -79.6325)"
"VAG112011","LYNCHBURG READY MIX","facility","wwtp","POINT (37.41414 -79.19187)"
"VAG112012","LYNCHBURG REDI-MIX","facility","wwtp","POINT (37.33479 -79.51157)"
"VAG112014","CHANDLER CONCRETE CO. INC","facility","wwtp","POINT (36.815443 -79.839557)"
"VAG112016","CHANDLER CONCRETE COMPANY","facility","wwtp","POINT (37.38321 -79.89675)"
"VAG114034","ALLIED CONCRETE PROD.","facility","wwtp","POINT (36.68538 -77.50651)"
"VAG116006","VIRGINIA CONCRETE-MANASSAS","facility","wwtp","POINT (38.767202 -77.525481)"
"VAG116008","VIRGINIA CONCRETE-WOODBRIDGE","facility","wwtp","POINT (38.66518 -77.24419)"
"VAG116010","VIRGINIA CONCRETE","facility","wwtp","POINT (37.522251 -78.668194)"
"VAG116024","COLONIAL CONCRETE TARMAC, INC","facility","wwtp","POINT (38.567517 -77.320868)"
"VAG116025","VIRGINIA CONCRETE","facility","wwtp","POINT (38.80065 -77.16854)"
"VAG250018","U.S.DOE-THOMAS JEFFERSON NATIO","facility","wwtp","POINT (37.075978 -76.521719)"
"VAG250029","INGENCO DISTRIBUTED ENERGY","facility","wwtp","POINT (37.21946 -77.409386)"
"VAG402056","VA TRACK AND EQUIPMENT","facility","wwtp","POINT (37.3112 -79.18358)"
"VAG840204","ROCKYDALE RIVANNA QUARRY","facility","wwtp","POINT (38.11185 -78.46021)"
"VAG844036","SOLITE CORPORATION","facility","wwtp","POINT (37.708435 -78.324127)"
"VAG846009","VULCAN MANASSAS QUARRY","facility","wwtp","POINT (37.522251 -78.668194)"
"VAG846018","VOLCAN OCCOQUAN QUARRY","facility","wwtp","POINT (37.522251 -78.668194)"
"VAG846024","LUCK STONE CORP.","facility","wwtp","POINT (38.443832 -77.915542)"
"VAL002151","US MARINE CORPS - MCB QUANTICO - NREAB INDUSTRIAL","facility","wwtp","POINT (38.523011 -77.41806)"
"VAL005215","US NAVY - NORFOLK NAVAL SHIPYARD","facility","wwtp","POINT (36.816809 -76.304826)"
"VAL020273","FREDERICK COUNTY SN. AUTH","facility","wwtp","POINT (39.185225 -78.153408)"
"VAL020281","TOWN OF WYTHEVILLE","facility","wwtp","POINT (36.95098 -81.08366)"
"VAL020311","STRASBURG STP","facility","wwtp","POINT (38.97743 -78.35444)"
"VAL020346","EMPORIA, CITY OF","facility","wwtp","POINT (36.68048 -77.54162)"
"VAL020354","TOWN OF LAWRENCEVILLE","facility","wwtp","POINT (36.747177 -77.838299)"
"VAL020362","HCSA/MAPLE AVE WWTP","facility","wwtp","POINT (36.716191 -78.891731)"
"VAL020451","ALTIVISTA  STP","facility","wwtp","POINT (37.150833 -79.242222)"
"VAL020494","TOWN OF MARION STP","facility","wwtp","POINT (36.818585 -81.616462)"
"VAL020567","LEXINGTON STP","facility","wwtp","POINT (37.78299 -79.43869)"
"VAL020940","BIG STONE GAP,TOWN OF,STP","facility","wwtp","POINT (36.856618 -82.800341)"
"VAL020991","CITY OF BUENA VISTA","facility","wwtp","POINT (37.72405 -79.3645)"
"VAL021105","GORDONSVILLE SEWAGE TREATMENT","facility","wwtp","POINT (38.12952 -78.1934)"
"VAL021172","WARRENTON  STP","facility","wwtp","POINT (38.71584 -77.81612)"
"VAL021199","RICHLANDS,REGIONAL WWTF","facility","wwtp","POINT (37.0914 -81.8325)"
"VAL021377","LESSBURG STP","facility","wwtp","POINT (39.11584 -77.56593)"
"VAL021385","ORANGE VIRGINIA,TOWN OF,SEWAGE","facility","wwtp","POINT (38.261 -78.15161)"
"VAL022292","AGUSTA CO. SERVICE AUTH.","facility","wwtp","POINT (38.208124 -79.00424)"
"VAL022306","AUGUSTA CO SER AUTH-STAUNTON","facility","wwtp","POINT (38.208124 -79.00424)"
"VAL022322","AUGUSTA CO.SERVICE AUTH.MT.SID","facility","wwtp","POINT (38.247778 -78.959444)"
"VAL022349","AUGUSTA CO SERVICE AUTH,WYERS","facility","wwtp","POINT (38.2978 -78.8825)"
"VAL022390","BEDFORD STP.","facility","wwtp","POINT (37.333611 -79.506667)"
"VAL022772","CLIFTON FORGE STP","facility","wwtp","POINT (37.812072 -79.816439)"
"VAL022802","TOWN OF PURCELLVILLE STP","facility","wwtp","POINT (39.13464 -77.71611)"
"VAL022845","MADISON INC, TOWN OF","facility","wwtp","POINT (38.378995 -78.258618)"
"VAL023922","FRANKLIN STP","facility","wwtp","POINT (36.673853 -76.918429)"
"VAL024678","DALE SERVICE CORP - PLANT #8","facility","wwtp","POINT (38.646133 -77.34706)"
"VAL024724","DALE SERVICE CORP - SECTION 1","facility","wwtp","POINT (38.62768 -77.31043)"
"VAL024732","MASSANUTTEN PUBLIC SERVICE STP","facility","wwtp","POINT (38.40488 -78.71682)"
"VAL024899","ASHLAND WWTP","facility","wwtp","POINT (37.77145 -77.47916)"
"VAL024970","LYNCHBURG STP","facility","wwtp","POINT (37.395561 -79.113797)"
"VAL024988","UPPER OCCOQUAN S.A. (UOSA)","facility","wwtp","POINT (38.81142 -77.45508)"
"VAL024996","FALLING CK STP-CHEST. CO. BD.","facility","wwtp","POINT (37.44059 -77.43384)"
"VAL025020","ROANOKE STP","facility","wwtp","POINT (37.263578 -79.91236)"
"VAL025054","BLUEFIELD STP","facility","wwtp","POINT (37.261 -81.2818)"
"VAL025101","PRINCE WILLIAM CTY SERV AUTH","facility","wwtp","POINT (38.61623 -77.26961)"
"VAL025127","CITY OF FREDERICKSBURG WWTF","facility","wwtp","POINT (38.288972 -77.451111)"
"VAL025143","ARLINGTON COUNTY WATER POLL.","facility","wwtp","POINT (38.84377 -77.0567)"
"VAL025151","WAYNESBORO DEPT OF UTILITIES-S","facility","wwtp","POINT (38.080536 -78.874625)"
"VAL025160","ALEXANDRIA CITY SANITARY AUTHO","facility","wwtp","POINT (38.7989 -77.0606)"
"VAL025194","BLACKSTONE WWTP","facility","wwtp","POINT (37.0795 -77.998)"
"VAL025291","FISHERVILLE STP","facility","wwtp","POINT (38.1276 -78.9961)"
"VAL025305","MARTINSVILLE STP","facility","wwtp","POINT (36.645609 -79.835099)"
"VAL025364","LOWER POTOMAC POLL CONTROL PLT","facility","wwtp","POINT (38.704002 -77.207057)"
"VAL025437","PETERSBURG STP","facility","wwtp","POINT (37.23754 -77.39709)"
"VAL025470","SCOTTSVILLE STP","facility","wwtp","POINT (38.017507 -78.460485)"
"VAL025488","CAMELOT STP","facility","wwtp","POINT (38.1549 -78.42025)"
"VAL025496","RIVANNA AUTH-BROWNSVILLE","facility","wwtp","POINT (38.02773 -78.470886)"
"VAL025518","RIVANNA W&SA-MOORES CREEK STP","facility","wwtp","POINT (38.017507 -78.460485)"
"VAL025542","COVINGTON SEW. TREAT. PLANT,CO","facility","wwtp","POINT (37.759154 -79.995574)"
"VAL025658","MASSAPONAX REGIONAL STP","facility","wwtp","POINT (38.24944 -77.42358)"
"VAL026298","TAZEWELL WASTEWATER PLANT, TOW","facility","wwtp","POINT (37.125443 -81.556467)"
"VAL026409","COLONIAL BEACH, TOWN OF","facility","wwtp","POINT (38.24964 -76.961142)"
"VAL026417","BOYKINS, TOWN OF","facility","wwtp","POINT (36.715428 -77.066466)"
"VAL026433","ELKTON STP","facility","wwtp","POINT (38.40818 -78.62253)"
"VAL026468","WOODSTOCK STP","facility","wwtp","POINT (38.88275 -78.5046)"
"VAL026514","DAHLGREN DISTRICT WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (38.26929 -77.18778)"
"VAL026531","ABINGDON REGIONAL WWTP","facility","wwtp","POINT (36.68706 -81.98219)"
"VAL027901","HARRISTON SERVICE CORPORATION","facility","wwtp","POINT (38.0599 -78.91922)"
"VAL028363","UNITED STATE MARINE BASE","facility","wwtp","POINT (38.520433 -77.32216)"
"VAL028436","WISHNER SEWAGE TREATMENT PLANT","facility","wwtp","POINT (38.24944 -77.42358)"
"VAL029424","LAKE OF THE WOODS SERVICE CO","facility","wwtp","POINT (38.309151 -77.812989)"
"VAL029513","THORNBURG SEWAGE TREATMENT PLA","facility","wwtp","POINT (38.135989 -77.515833)"
"VAL029521","HANOVER CO-DOSWELL STP","facility","wwtp","POINT (37.835674 -77.450141)"
"VAL029858","HENRY COUNTY PSA","facility","wwtp","POINT (36.72561 -79.918109)"
"VAL030155","US-220 SOUTH WTP HENRY COUNTY","facility","wwtp","POINT (36.60115 -79.86572)"
"VAL030163","DISTRICT OF COLUMBIA,LORTON","facility","wwtp","POINT (38.71952 -77.23797)"
"VAL058441","UPPER SMITH RIVER WFP","facility","wwtp","POINT (36.78465 -80.00511)"
"VAL060194","CHESTERFIELD COUNTY OF","facility","wwtp","POINT (37.381453 -77.378036)"
"VAL060445","HENRY CO. PSA AND SEVEN TRENT","facility","wwtp","POINT (36.72561 -79.918109)"
"VAL060593","CITY OF DANVILLE NORTHSIDE WWT","facility","wwtp","POINT (36.564695 -79.360352)"
"VAL060640","HARRISONBURG-ROCKINGHAM RSA","facility","wwtp","POINT (38.343547 -78.92986)"
"VAL060844","LOWER STROUBLES CREEK WWTP","facility","wwtp","POINT (37.191389 -80.519444)"
"VAL060968","AQUIA WWTP","facility","wwtp","POINT (38.44636 -77.39547)"
"VAL061590","CULPEPER TOWN OF-WWTREAT PLANT","facility","wwtp","POINT (38.481944 -78.009722)"
"VAL061654","HENRY CO PSA-UPPER SMITH RIVER","facility","wwtp","POINT (36.72561 -79.918109)"
"VAL061751","CHRISTIANSBURG TOWN OF","facility","wwtp","POINT (37.15688 -80.47159)"
"VAL061859","COURTLAND TOWN - WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (36.695587 -77.043942)"
"VAL062481","AUGUSTA COUNTY SERVICE AUTH.-NEW HOPE","facility","wwtp","POINT (38.21492 -78.90942)"
"VAL062642","TOWN OF LURAY","facility","wwtp","POINT (38.684558 -78.458819)"
"VAL062685","PEPPER'S FERRY RGNL WSTWTR TMT","facility","wwtp","POINT (37.1675 -80.55949)"
"VAL062812","FRONT ROYAL, TOWN OF","facility","wwtp","POINT (38.935118 -78.127993)"
"VAL063177","RICHMOND CITY OF","facility","wwtp","POINT (37.522046 -77.422183)"
"VAL063690","HENRICO REGIONAL WWTP","facility","wwtp","POINT (37.41572 -77.32345)"
"VAL064637","AGUSTA COUNT SERVICE AUTH","facility","wwtp","POINT (38.208124 -79.00424)"
"VAL064793","MIDDLE RIVER - AUGUSTA CO. SVC","facility","wwtp","POINT (38.18358 -78.97736)"
"VAL065366","RIVANNA WATER & SEWER AUTH","facility","wwtp","POINT (38.10024 -78.575422)"
"VAL065552","OPEQUON STP","facility","wwtp","POINT (39.17912 -78.07576)"
"VAL066630","HOPEWELL STP CITY OF","facility","wwtp","POINT (37.29101 -77.298944)"
"VAL066877","STUARTS DRAFT STP","facility","wwtp","POINT (38.025534 -79.013461)"
"VAL067351","SCOTT COUNTY PSA - HOLSTON REG","facility","wwtp","POINT (36.5995 -82.5803)"
"VAL067822","VANSANT- BIG ROCK STP","facility","wwtp","POINT (37.345251 -82.210503)"
"VAL067962","VESPER VIEW","facility","wwtp","POINT (38.142222 -78.85)"
"VAL068110","FMC WWTF","facility","wwtp","POINT (38.32405 -77.4772)"
"VAL069337","SOUTH HILL STP","facility","wwtp","POINT (36.72522 -78.12975)"
"VAL069345","LOWER SMITH RIVER","facility","wwtp","POINT (36.61936 -79.82036)"
"VAL073504","CAROLINE COUNTY REGIONAL WWTP","facility","wwtp","POINT (38.041787 -77.333313)"
"VAL074161","FORT CHISWELL WWTP","facility","wwtp","POINT (36.945941 -81.083978)"
"VAL075191","PARKINS MILLS WASTEWATER TREAT","facility","wwtp","POINT (39.10902 -78.15194)"
"VAL076392","LITTLE FALLS RUN","facility","wwtp","POINT (38.26138 -77.41134)"
"VAL076805","REMINGTON REGIONAL WWTP","facility","wwtp","POINT (38.53006 -77.7981)"
"VAL077259","THREE CREEK STP","facility","wwtp","POINT (36.612115 -77.516065)"
"VAL077828","COEBURN-NORTON-WISE REGIONAL","facility","wwtp","POINT (36.927381 -82.478246)"
"VAL078484","CITY OF GALAX, STP","facility","wwtp","POINT (36.6714 -80.9339)"
"VAL081230","HRSD-ARMY BASE","facility","wwtp","POINT (36.92224 -76.32237)"
"VAL081248","HRSD- ATLANTIC","facility","wwtp","POINT (36.771635 -75.971575)"
"VAL081256","HRSD - BOAT HARBOR STP","facility","wwtp","POINT (36.96569 -76.41479)"
"VAL081264","HRSD-CHESAPEAKE/ELIZABETH STP","facility","wwtp","POINT (36.908682 -76.164327)"
"VAL081272","HRSD -JAMES RIVER STP","facility","wwtp","POINT (37.084011 -76.531216)"
"VAL081281","HRSD VIRGINIA INITIATIVE PLANT","facility","wwtp","POINT (36.88233 -76.3125)"
"VAL081299","HRSD-NANSEMOND","facility","wwtp","POINT (36.890278 -76.423889)"
"VAL081302","HRSD-WILLIAMSBURG STP","facility","wwtp","POINT (37.214412 -76.627827)"
"VAL081311","HRSD YORK RIVER STP","facility","wwtp","POINT (37.20112 -76.44525)"
"VAL083135","FARMVILLE WASTEWATER TREATMENT","facility","wwtp","POINT (37.30128 -78.38104)"
"VAL083411","WILDERNESS SHORES","facility","wwtp","POINT (38.372065 -77.749208)"
"VAL085952","ROCKY MOUNT STP","facility","wwtp","POINT (36.9969 -79.8533)"
"VAL086304","MARION WWTP","facility","wwtp","POINT (36.8225 -81.5522)"
"VAL086584","GLENMORE STP","facility","wwtp","POINT (38.037658 -78.485381)"
"VAL086754","DINWIDDLE CO.-ROHOLC CREEK STP","facility","wwtp","POINT (37.21946 -77.409386)"
"VAL087068","ALEXANDRIA COMBINED SEW SYSTM","facility","wwtp","POINT (38.80456 -77.04303)"
"VAL087718","DOC - COFFEEWOOD CORRECTIONAL","facility","wwtp","POINT (38.364794 -78.021846)"
"VAL088161","LEXINGTON-ROCKBRIDGE REGIONAL","facility","wwtp","POINT (37.795135 -79.414588)"
"VAL088331","PARHAM LANDING WWTP","facility","wwtp","POINT (37.51742 -76.97823)"
"VAL088579","COUNTY OF ARLINGTON DPW","facility","wwtp","POINT (38.886088 -77.099696)"
"VAL089443","HILLSVILLE WTP","facility","wwtp","POINT (36.74942 -80.75273)"
"VAL089915","HANOVER COUNTY TOTOPOTOMOY WWT","facility","wwtp","POINT (37.643363 -77.307229)"
"VAL090212","MOUNTAIN RUN WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (38.47345 -77.99639)"
"VAL090263","S.I.L. CLEARWATER. L.L.C.","facility","wwtp","POINT (38.645409 -78.750277)"
"VAL090280","GREEMBRIAR LAGOON","facility","wwtp","POINT (36.72561 -79.918109)"
"VAL090417","GREENVILLE WWTP","facility","wwtp","POINT (38.019444 -79.138888)"
"VAL090531","VANSANT/BIG ROCK STP (CONAWAY)","facility","wwtp","POINT (37.345251 -82.210503)"
"VAL090671","ALLEGHANY CO - LOWER JACKSON RIVER REGIONAL WWTP","facility","wwtp","POINT (37.793175 -79.886469)"
"VAL091383","BROAD RUN WATER RECLAMATION","facility","wwtp","POINT (39.03503 -77.44757)"
