"OutfallID"	"Year"	"VPDES.Facility.ID"	"VPDES.Name"	"Fac.Lat"	"Fac.Long"	"Outfall_Type"	"Outfall.Long"	"Outfall.Lat"	"Measured_Effluent"	"Discharges_MGD"	"Date"	"County"	"Permit_Type"	"Waterbody"	"Use.Type"	"Fuel_Type"	"Gen_Cap_MW"	"Mon_Reported"
"104"	"VA0000281001"	2011	"VA0000281"	"NANOCHEMONICS HOLDINGS LLC"	37.048018	-80.785698	"EXO"	-80.785698	37.048018	0	0	2011-08-01	"Pulaski"	"NPDES Individual Permit"	"Peak Creek"	"Industrial"	NA	NA	12
"105"	"VA0000281001"	2011	"VA0000281"	"NANOCHEMONICS HOLDINGS LLC"	37.048018	-80.785698	"EXO"	-80.785698	37.048018	0	0	2011-10-01	"Pulaski"	"NPDES Individual Permit"	"Peak Creek"	"Industrial"	NA	NA	12
"106"	"VA0000281001"	2011	"VA0000281"	"NANOCHEMONICS HOLDINGS LLC"	37.048018	-80.785698	"EXO"	-80.785698	37.048018	0	0	2011-09-01	"Pulaski"	"NPDES Individual Permit"	"Peak Creek"	"Industrial"	NA	NA	12
"107"	"VA0000281001"	2011	"VA0000281"	"NANOCHEMONICS HOLDINGS LLC"	37.048018	-80.785698	"EXO"	-80.785698	37.048018	NA	NA	2011-06-01	"Pulaski"	"NPDES Individual Permit"	"Peak Creek"	"Industrial"	NA	NA	12
"108"	"VA0000281001"	2011	"VA0000281"	"NANOCHEMONICS HOLDINGS LLC"	37.048018	-80.785698	"EXO"	-80.785698	37.048018	NA	NA	2011-07-01	"Pulaski"	"NPDES Individual Permit"	"Peak Creek"	"Industrial"	NA	NA	12
"109"	"VA0000281001"	2012	"VA0000281"	"NANOCHEMONICS HOLDINGS LLC"	37.048018	-80.785698	"EXO"	-80.785698	37.048018	0	0	2012-01-01	"Pulaski"	"NPDES Individual Permit"	"Peak Creek"	"Industrial"	NA	NA	2
"110"	"VA0000281001"	2012	"VA0000281"	"NANOCHEMONICS HOLDINGS LLC"	37.048018	-80.785698	"EXO"	-80.785698	37.048018	0	0	2012-02-01	"Pulaski"	"NPDES Individual Permit"	"Peak Creek"	"Industrial"	NA	NA	2
"111"	"VA0000523001"	2016	"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	37.3828	-80.6625	"EXO"	-80.6652777775964	37.3811111110412	9.81	9.81	2016-11-01	"Giles"	"NPDES Individual Permit"	"Stony Creek"	"Industrial"	NA	NA	6
"112"	"VA0000523001"	2016	"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	37.3828	-80.6625	"EXO"	-80.6652777775964	37.3811111110412	10.85	10.85	2016-12-01	"Giles"	"NPDES Individual Permit"	"Stony Creek"	"Industrial"	NA	NA	6
"113"	"VA0000523001"	2016	"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	37.3828	-80.6625	"EXO"	-80.6652777775964	37.3811111110412	8.96	8.96	2016-07-01	"Giles"	"NPDES Individual Permit"	"Stony Creek"	"Industrial"	NA	NA	6
"114"	"VA0000523001"	2016	"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	37.3828	-80.6625	"EXO"	-80.6652777775964	37.3811111110412	9.72	9.72	2016-10-01	"Giles"	"NPDES Individual Permit"	"Stony Creek"	"Industrial"	NA	NA	6
"115"	"VA0000523001"	2016	"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	37.3828	-80.6625	"EXO"	-80.6652777775964	37.3811111110412	11.03	11.03	2016-08-01	"Giles"	"NPDES Individual Permit"	"Stony Creek"	"Industrial"	NA	NA	6
"116"	"VA0000523001"	2016	"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	37.3828	-80.6625	"EXO"	-80.6652777775964	37.3811111110412	9.45	9.45	2016-09-01	"Giles"	"NPDES Individual Permit"	"Stony Creek"	"Industrial"	NA	NA	6
"117"	"VA0001309001"	2015	"VA0001309"	"CCP COMPOSITES US"	36.77779	-79.40889	"EXO"	-79.40889	36.77779	0.007	0.007	2015-10-01	"Pittsylvania"	"NPDES Individual Permit"	"Banister River"	"Industrial"	NA	NA	3
"118"	"VA0001309001"	2015	"VA0001309"	"CCP COMPOSITES US"	36.77779	-79.40889	"EXO"	-79.40889	36.77779	0.01	0.01	2015-11-01	"Pittsylvania"	"NPDES Individual Permit"	"Banister River"	"Industrial"	NA	NA	3
"119"	"VA0001309001"	2015	"VA0001309"	"CCP COMPOSITES US"	36.77779	-79.40889	"EXO"	-79.40889	36.77779	0.007	0.007	2015-12-01	"Pittsylvania"	"NPDES Individual Permit"	"Banister River"	"Industrial"	NA	NA	3
"120"	"VA0001309001"	2016	"VA0001309"	"CCP COMPOSITES US"	36.77779	-79.40889	"EXO"	-79.40889	36.77779	0.003	0.003	2016-07-01	"Pittsylvania"	"NPDES Individual Permit"	"Banister River"	"Industrial"	NA	NA	12
"121"	"VA0001309001"	2016	"VA0001309"	"CCP COMPOSITES US"	36.77779	-79.40889	"EXO"	-79.40889	36.77779	0.005	0.005	2016-08-01	"Pittsylvania"	"NPDES Individual Permit"	"Banister River"	"Industrial"	NA	NA	12
"122"	"VA0001309001"	2016	"VA0001309"	"CCP COMPOSITES US"	36.77779	-79.40889	"EXO"	-79.40889	36.77779	0.005	0.005	2016-06-01	"Pittsylvania"	"NPDES Individual Permit"	"Banister River"	"Industrial"	NA	NA	12
"123"	"VA0001309001"	2016	"VA0001309"	"CCP COMPOSITES US"	36.77779	-79.40889	"EXO"	-79.40889	36.77779	0.007	0.007	2016-04-01	"Pittsylvania"	"NPDES Individual Permit"	"Banister River"	"Industrial"	NA	NA	12
"124"	"VA0001309001"	2016	"VA0001309"	"CCP COMPOSITES US"	36.77779	-79.40889	"EXO"	-79.40889	36.77779	0.004	0.004	2016-05-01	"Pittsylvania"	"NPDES Individual Permit"	"Banister River"	"Industrial"	NA	NA	12
"125"	"VA0001309001"	2016	"VA0001309"	"CCP COMPOSITES US"	36.77779	-79.40889	"EXO"	-79.40889	36.77779	0.007	0.007	2016-03-01	"Pittsylvania"	"NPDES Individual Permit"	"Banister River"	"Industrial"	NA	NA	12
"126"	"VA0001309001"	2016	"VA0001309"	"CCP COMPOSITES US"	36.77779	-79.40889	"EXO"	-79.40889	36.77779	0.004	0.004	2016-10-01	"Pittsylvania"	"NPDES Individual Permit"	"Banister River"	"Industrial"	NA	NA	12
"127"	"VA0001309001"	2016	"VA0001309"	"CCP COMPOSITES US"	36.77779	-79.40889	"EXO"	-79.40889	36.77779	0.006	0.006	2016-11-01	"Pittsylvania"	"NPDES Individual Permit"	"Banister River"	"Industrial"	NA	NA	12
"128"	"VA0001309001"	2016	"VA0001309"	"CCP COMPOSITES US"	36.77779	-79.40889	"EXO"	-79.40889	36.77779	0.006	0.006	2016-12-01	"Pittsylvania"	"NPDES Individual Permit"	"Banister River"	"Industrial"	NA	NA	12
"129"	"VA0001309001"	2016	"VA0001309"	"CCP COMPOSITES US"	36.77779	-79.40889	"EXO"	-79.40889	36.77779	0.004	0.004	2016-09-01	"Pittsylvania"	"NPDES Individual Permit"	"Banister River"	"Industrial"	NA	NA	12
"130"	"VA0001309001"	2016	"VA0001309"	"CCP COMPOSITES US"	36.77779	-79.40889	"EXO"	-79.40889	36.77779	0.006	0.006	2016-01-01	"Pittsylvania"	"NPDES Individual Permit"	"Banister River"	"Industrial"	NA	NA	12
"131"	"VA0001309001"	2016	"VA0001309"	"CCP COMPOSITES US"	36.77779	-79.40889	"EXO"	-79.40889	36.77779	0.005	0.005	2016-02-01	"Pittsylvania"	"NPDES Individual Permit"	"Banister River"	"Industrial"	NA	NA	12
"132"	"VA0001431001"	2016	"VA0001431"	"KINDER MORGAN SOUTHEAST TERMINALS LLC - ROANOKE"	37.21328	-79.9897	"EXO"	-79.9916666663198	37.2127777778476	0.057	0.057	2016-12-01	"Roanoke"	"NPDES Individual Permit"	""	"Commercial"	NA	NA	1
"133"	"VA0001449001"	2015	"VA0001449"	"GUNNOE SAUSAGE COMPANY"	37.40734	-79.40356	"EXO"	-79.4027600001751	37.4083899998528	0.0106	0.0106	2015-10-01	"Chesterfield"	"NPDES Individual Permit"	"Roaring Run"	"Industrial"	NA	NA	3
"134"	"VA0001449001"	2015	"VA0001449"	"GUNNOE SAUSAGE COMPANY"	37.40734	-79.40356	"EXO"	-79.4027600001751	37.4083899998528	0.0152	0.0152	2015-11-01	"Chesterfield"	"NPDES Individual Permit"	"Roaring Run"	"Industrial"	NA	NA	3
"135"	"VA0001449001"	2015	"VA0001449"	"GUNNOE SAUSAGE COMPANY"	37.40734	-79.40356	"EXO"	-79.4027600001751	37.4083899998528	0.0133	0.0133	2015-12-01	"Chesterfield"	"NPDES Individual Permit"	"Roaring Run"	"Industrial"	NA	NA	3
"136"	"VA0001449001"	2016	"VA0001449"	"GUNNOE SAUSAGE COMPANY"	37.40734	-79.40356	"EXO"	-79.4027600001751	37.4083899998528	0.0168	0.0168	2016-05-01	"Chesterfield"	"NPDES Individual Permit"	"Roaring Run"	"Industrial"	NA	NA	12
"137"	"VA0001449001"	2016	"VA0001449"	"GUNNOE SAUSAGE COMPANY"	37.40734	-79.40356	"EXO"	-79.4027600001751	37.4083899998528	0.0127	0.0127	2016-01-01	"Chesterfield"	"NPDES Individual Permit"	"Roaring Run"	"Industrial"	NA	NA	12
"138"	"VA0001449001"	2016	"VA0001449"	"GUNNOE SAUSAGE COMPANY"	37.40734	-79.40356	"EXO"	-79.4027600001751	37.4083899998528	0.0153	0.0153	2016-04-01	"Chesterfield"	"NPDES Individual Permit"	"Roaring Run"	"Industrial"	NA	NA	12
"139"	"VA0001449001"	2016	"VA0001449"	"GUNNOE SAUSAGE COMPANY"	37.40734	-79.40356	"EXO"	-79.4027600001751	37.4083899998528	0.0164	0.0164	2016-10-01	"Chesterfield"	"NPDES Individual Permit"	"Roaring Run"	"Industrial"	NA	NA	12
"140"	"VA0001449001"	2016	"VA0001449"	"GUNNOE SAUSAGE COMPANY"	37.40734	-79.40356	"EXO"	-79.4027600001751	37.4083899998528	0.0137	0.0137	2016-11-01	"Chesterfield"	"NPDES Individual Permit"	"Roaring Run"	"Industrial"	NA	NA	12
"141"	"VA0001449001"	2016	"VA0001449"	"GUNNOE SAUSAGE COMPANY"	37.40734	-79.40356	"EXO"	-79.4027600001751	37.4083899998528	0.0147	0.0147	2016-02-01	"Chesterfield"	"NPDES Individual Permit"	"Roaring Run"	"Industrial"	NA	NA	12
"142"	"VA0001449001"	2016	"VA0001449"	"GUNNOE SAUSAGE COMPANY"	37.40734	-79.40356	"EXO"	-79.4027600001751	37.4083899998528	0.0155	0.0155	2016-03-01	"Chesterfield"	"NPDES Individual Permit"	"Roaring Run"	"Industrial"	NA	NA	12
"143"	"VA0001449001"	2016	"VA0001449"	"GUNNOE SAUSAGE COMPANY"	37.40734	-79.40356	"EXO"	-79.4027600001751	37.4083899998528	0.017	0.017	2016-06-01	"Chesterfield"	"NPDES Individual Permit"	"Roaring Run"	"Industrial"	NA	NA	12
"144"	"VA0001449001"	2016	"VA0001449"	"GUNNOE SAUSAGE COMPANY"	37.40734	-79.40356	"EXO"	-79.4027600001751	37.4083899998528	0.0145	0.0145	2016-09-01	"Chesterfield"	"NPDES Individual Permit"	"Roaring Run"	"Industrial"	NA	NA	12
"145"	"VA0001449001"	2016	"VA0001449"	"GUNNOE SAUSAGE COMPANY"	37.40734	-79.40356	"EXO"	-79.4027600001751	37.4083899998528	0.0114	0.0114	2016-12-01	"Chesterfield"	"NPDES Individual Permit"	"Roaring Run"	"Industrial"	NA	NA	12
"146"	"VA0001449001"	2016	"VA0001449"	"GUNNOE SAUSAGE COMPANY"	37.40734	-79.40356	"EXO"	-79.4027600001751	37.4083899998528	0.0174	0.0174	2016-08-01	"Chesterfield"	"NPDES Individual Permit"	"Roaring Run"	"Industrial"	NA	NA	12
"147"	"VA0001449001"	2016	"VA0001449"	"GUNNOE SAUSAGE COMPANY"	37.40734	-79.40356	"EXO"	-79.4027600001751	37.4083899998528	0.0119	0.0119	2016-07-01	"Chesterfield"	"NPDES Individual Permit"	"Roaring Run"	"Industrial"	NA	NA	12
"148"	"VA0001490001"	2015	"VA0001490"	"MOTIVA ENTERPRISES LLC - MONTVALE"	37.383623	-79.726847	"EXO"	-79.732150000423	37.3800100003457	0.0264	0.0264	2015-10-01	"Bedford"	"NPDES Individual Permit"	"South Fork Goose Creek"	"Commercial"	NA	NA	3
"149"	"VA0001490001"	2015	"VA0001490"	"MOTIVA ENTERPRISES LLC - MONTVALE"	37.383623	-79.726847	"EXO"	-79.732150000423	37.3800100003457	0.0528	0.0528	2015-12-01	"Bedford"	"NPDES Individual Permit"	"South Fork Goose Creek"	"Commercial"	NA	NA	3
"150"	"VA0001490001"	2015	"VA0001490"	"MOTIVA ENTERPRISES LLC - MONTVALE"	37.383623	-79.726847	"EXO"	-79.732150000423	37.3800100003457	0.0999	0.0999	2015-11-01	"Bedford"	"NPDES Individual Permit"	"South Fork Goose Creek"	"Commercial"	NA	NA	3
"151"	"VA0001490001"	2016	"VA0001490"	"MOTIVA ENTERPRISES LLC - MONTVALE"	37.383623	-79.726847	"EXO"	-79.732150000423	37.3800100003457	0	0	2016-07-01	"Bedford"	"NPDES Individual Permit"	"South Fork Goose Creek"	"Commercial"	NA	NA	12
"152"	"VA0001490001"	2016	"VA0001490"	"MOTIVA ENTERPRISES LLC - MONTVALE"	37.383623	-79.726847	"EXO"	-79.732150000423	37.3800100003457	0.0336	0.0336	2016-10-01	"Bedford"	"NPDES Individual Permit"	"South Fork Goose Creek"	"Commercial"	NA	NA	12
"153"	"VA0001490001"	2016	"VA0001490"	"MOTIVA ENTERPRISES LLC - MONTVALE"	37.383623	-79.726847	"EXO"	-79.732150000423	37.3800100003457	0	0	2016-01-01	"Bedford"	"NPDES Individual Permit"	"South Fork Goose Creek"	"Commercial"	NA	NA	12
"154"	"VA0001490001"	2016	"VA0001490"	"MOTIVA ENTERPRISES LLC - MONTVALE"	37.383623	-79.726847	"EXO"	-79.732150000423	37.3800100003457	0	0	2016-04-01	"Bedford"	"NPDES Individual Permit"	"South Fork Goose Creek"	"Commercial"	NA	NA	12
"155"	"VA0001490001"	2016	"VA0001490"	"MOTIVA ENTERPRISES LLC - MONTVALE"	37.383623	-79.726847	"EXO"	-79.732150000423	37.3800100003457	0	0	2016-12-01	"Bedford"	"NPDES Individual Permit"	"South Fork Goose Creek"	"Commercial"	NA	NA	12
"156"	"VA0001490001"	2016	"VA0001490"	"MOTIVA ENTERPRISES LLC - MONTVALE"	37.383623	-79.726847	"EXO"	-79.732150000423	37.3800100003457	0.1068	0.1068	2016-02-01	"Bedford"	"NPDES Individual Permit"	"South Fork Goose Creek"	"Commercial"	NA	NA	12
"157"	"VA0001490001"	2016	"VA0001490"	"MOTIVA ENTERPRISES LLC - MONTVALE"	37.383623	-79.726847	"EXO"	-79.732150000423	37.3800100003457	0	0	2016-11-01	"Bedford"	"NPDES Individual Permit"	"South Fork Goose Creek"	"Commercial"	NA	NA	12
"158"	"VA0001490001"	2016	"VA0001490"	"MOTIVA ENTERPRISES LLC - MONTVALE"	37.383623	-79.726847	"EXO"	-79.732150000423	37.3800100003457	0.0216	0.0216	2016-03-01	"Bedford"	"NPDES Individual Permit"	"South Fork Goose Creek"	"Commercial"	NA	NA	12
"159"	"VA0001490001"	2016	"VA0001490"	"MOTIVA ENTERPRISES LLC - MONTVALE"	37.383623	-79.726847	"EXO"	-79.732150000423	37.3800100003457	0.0144	0.0144	2016-06-01	"Bedford"	"NPDES Individual Permit"	"South Fork Goose Creek"	"Commercial"	NA	NA	12
"160"	"VA0001490001"	2016	"VA0001490"	"MOTIVA ENTERPRISES LLC - MONTVALE"	37.383623	-79.726847	"EXO"	-79.732150000423	37.3800100003457	0	0	2016-08-01	"Bedford"	"NPDES Individual Permit"	"South Fork Goose Creek"	"Commercial"	NA	NA	12
"161"	"VA0001490001"	2016	"VA0001490"	"MOTIVA ENTERPRISES LLC - MONTVALE"	37.383623	-79.726847	"EXO"	-79.732150000423	37.3800100003457	0.0084	0.0084	2016-05-01	"Bedford"	"NPDES Individual Permit"	"South Fork Goose Creek"	"Commercial"	NA	NA	12
"162"	"VA0001490001"	2016	"VA0001490"	"MOTIVA ENTERPRISES LLC - MONTVALE"	37.383623	-79.726847	"EXO"	-79.732150000423	37.3800100003457	0	0	2016-09-01	"Bedford"	"NPDES Individual Permit"	"South Fork Goose Creek"	"Commercial"	NA	NA	12
"163"	"VA0001554001"	2010	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2668	0.2668	2010-06-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	9
"164"	"VA0001554001"	2010	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2597	0.2597	2010-09-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	9
"165"	"VA0001554001"	2010	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2751	0.2751	2010-04-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	9
"166"	"VA0001554001"	2010	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2392	0.2392	2010-11-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	9
"167"	"VA0001554001"	2010	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.3027	0.3027	2010-12-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	9
"168"	"VA0001554001"	2010	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2793	0.2793	2010-05-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	9
"169"	"VA0001554001"	2010	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2662	0.2662	2010-08-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	9
"170"	"VA0001554001"	2010	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2502	0.2502	2010-10-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	9
"171"	"VA0001554001"	2010	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.271	0.271	2010-07-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	9
"172"	"VA0001554001"	2011	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2761	0.2761	2011-04-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"173"	"VA0001554001"	2011	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.3137	0.3137	2011-09-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"174"	"VA0001554001"	2011	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.333	0.333	2011-11-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"175"	"VA0001554001"	2011	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2744	0.2744	2011-08-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"176"	"VA0001554001"	2011	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2978	0.2978	2011-12-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"177"	"VA0001554001"	2011	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.252	0.252	2011-07-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"178"	"VA0001554001"	2011	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2865	0.2865	2011-03-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"179"	"VA0001554001"	2011	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2705	0.2705	2011-06-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"180"	"VA0001554001"	2011	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.3004	0.3004	2011-10-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"181"	"VA0001554001"	2011	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2368	0.2368	2011-01-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"182"	"VA0001554001"	2011	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2843	0.2843	2011-05-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"183"	"VA0001554001"	2011	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2324	0.2324	2011-02-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"184"	"VA0001554001"	2012	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.205	0.205	2012-07-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"185"	"VA0001554001"	2012	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2182	0.2182	2012-12-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"186"	"VA0001554001"	2012	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2592	0.2592	2012-01-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"187"	"VA0001554001"	2012	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2088	0.2088	2012-08-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"188"	"VA0001554001"	2012	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2481	0.2481	2012-11-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"189"	"VA0001554001"	2012	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2259	0.2259	2012-06-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"190"	"VA0001554001"	2012	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2617	0.2617	2012-05-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"191"	"VA0001554001"	2012	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2467	0.2467	2012-04-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"192"	"VA0001554001"	2012	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.1043	0.1043	2012-09-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"193"	"VA0001554001"	2012	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2562	0.2562	2012-03-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"194"	"VA0001554001"	2012	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2388	0.2388	2012-10-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"195"	"VA0001554001"	2012	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2666	0.2666	2012-02-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"196"	"VA0001554001"	2013	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2258	0.2258	2013-03-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"197"	"VA0001554001"	2013	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2526	0.2526	2013-05-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"198"	"VA0001554001"	2013	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2646	0.2646	2013-12-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"199"	"VA0001554001"	2013	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2161	0.2161	2013-04-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"200"	"VA0001554001"	2013	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2367	0.2367	2013-06-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"201"	"VA0001554001"	2013	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.3153	0.3153	2013-08-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"202"	"VA0001554001"	2013	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.268	0.268	2013-11-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"203"	"VA0001554001"	2013	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2773	0.2773	2013-07-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
"204"	"VA0001554001"	2013	"VA0001554"	"HANESBRANDS INCORPORATED"	36.775033	-80.263324	"EXO"	-80.259750000041	36.7733888889966	0.2174	0.2174	2013-02-01	"Patrick"	"NPDES Individual Permit"	"Smith River"	"Industrial"	NA	NA	12
